f694d119-bf58-4449-a811-cb7a2165d8c0,2c527579-8b48-49b4-8383-8c084c046c62,e0215e64-2787-40c4-a8bc-8c26118bae76,fef6e287-8f0d-455b-ba19-7c48c2c583d2,599b0d4c-62d4-48cd-a93c-1dd1fe85abfa,456dadea-0262-488f-8af9-63ca86c8a9f7,49e91d8f-37a3-4b7b-8062-d3ca8f561d01,8b948ed4-41e9-4441-9609-adaf4d3a102e,48bd0e00-be54-47a2-9aed-73c0c863fd39,6f54f9c0-5687-4a07-bf75-b506752b4a52,47761280-913e-4826-b400-f04f85b17476,b1cbc674-f3c1-453d-9cd1-8f4db32286ae
215,360,29,55,39,72,1650,15,63,58,604,36
1861,2147,4519,1780,1799,1667,3059,1652,920,2422,3276,556
47,109,63,75,19,100,16,107,54,19,109,75
1708,1867,3181,1542,1194,956,2262,1034,1257,1261,2399,1306
0,3,0,0,1,1,0,0,1,0,1,1
6717,11523,18927,9218,7041,9664,3393,15275,9935,4857,12180,11453
2,14,2,9,2,8,0,8,23,2,16,93
4,5,3,6,4,10,0,7,17,2,11,51
2785,4687,2702,3546,4222,5337,3518,5175,9415,4012,7423,32796
1252,1044,1204,713,1115,1443,2554,1129,1778,2378,1482,5571
30,1,4,7,4,30,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
46,104,70,100,34,57,1,98,65,8,106,87
6215,11275,8716,10712,5647,8369,2878,11656,9867,3756,13411,10808
69,22,48,97,64,62,188,23,56,61,93,66
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,0,1,5,2,1,1
2497,1582,3501,1914,2442,2579,1804,1992,2411,3890,3669,2971
0,0,0,0,1,0,0,0,1,0,1,0
3543,3838,4788,5756,5485,6477,1959,4673,7305,5749,11977,8511
1,1,0,2,0,1,0,0,0,0,0,1
19,18,22,38,40,50,0,23,47,6,85,58
0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,3,0,0,0,0,0,1
4,6,5,10,1,6,7,4,5,2,14,9
1,2,3,5,1,2,0,1,1,0,6,1
50,68,45,98,46,40,2,22,40,6,121,48
4,30,2,12,8,17,0,7,3,2,22,25
8,20,4,18,5,19,0,11,14,5,17,30
8,21,3,9,4,10,1,5,5,2,18,16
604,576,839,314,254,768,715,288,303,617,466,347
12268,8980,10294,7371,11344,9402,6530,7058,7492,8327,11568,10728
27,35,39,28,39,64,9,41,32,57,64,34
2573,2204,3474,2042,2686,3058,1266,2642,1799,4133,3000,1586
2900,1769,2791,2390,1396,2640,1452,823,1607,3286,2606,880
1907,1274,7038,939,700,2205,1597,2267,1118,2260,1878,450
5584,9016,19468,7886,4203,9446,2423,12967,8809,7268,12871,3759
4,4,2,1,6,2,0,0,3,2,4,5
10,4,8,3,8,8,7,2,2,12,5,6
2129,3024,2715,2304,2401,3335,1733,2759,2545,1300,3554,3794
1424,763,2011,1114,1068,1815,625,1043,812,2228,1252,600
4264,876,3472,2162,3136,3965,1908,1741,2144,7252,2470,325
2981,3387,7980,2370,1867,2483,590,2199,1986,2069,2215,1935
1408,1262,2685,1089,1069,1602,684,1609,1136,1187,1257,993
538,838,1138,824,654,1049,440,596,752,971,989,601
7,9,17,8,10,11,5,20,17,11,12,17
381,754,994,848,501,939,548,756,1029,1500,834,2166
6,3,7,1,6,13,17,2,5,25,5,8
82,31,157,34,66,71,491,62,53,582,169,56
0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0,0,3
1094,2749,1675,2967,1305,1554,680,1972,3483,518,5316,4042
2333,6473,2164,1834,5796,7489,760,6210,13322,4422,17117,83261
0,0,0,0,0,0,0,0,0,0,0,0
534,448,1155,476,514,744,336,398,393,945,669,367
1916,2486,4046,2782,2231,3088,811,1948,2061,3100,3671,2202
1038,1998,704,295,1593,939,1028,1831,3203,2890,3287,1820
1031,1989,707,295,1572,934,1028,1809,3180,2865,3265,1818
1,6,9,2,3,1,2,4,4,1,7,4
230,84,843,45,105,34,225,232,60,72,68,136
0,0,0,0,1,1,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0
2252,4650,1035,1396,3348,2363,1251,6130,5009,6520,7328,1959
8868,15083,4438,4789,11423,7920,5507,20231,17738,21279,26503,7681
0,0,0,0,0,0,0,0,0,0,0,0
6,6,99,22,10,5,1,2,14,7,30,8
154,73,12,52,95,100,38,176,42,76,62,0
0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,2,1,4,4,0,0,4,1
0,0,0,1,0,0,0,0,1,0,0,0
2497,2466,2896,3457,1253,1672,2375,6308,4616,1296,4851,1285
45,19,24,27,5,16,39,31,12,17,20,6
4,0,4,2,1,2,10,1,0,1,0,0
0,0,0,0,0,1,3,0,2,0,0,0
0,0,2,0,0,0,60,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,2,0
46,594,188,9,507,4,47,1998,825,11,67,38
963,1108,501,746,1425,609,762,1221,2129,1605,3624,4055
1,0,1,0,0,0,0,1,0,0,1,0
269,249,628,275,133,191,63,142,135,95,732,8
240,597,413,589,424,146,134,448,546,568,1153,295
0,0,0,0,0,0,0,0,0,0,0,0
5858,21690,13035,17809,6044,8059,2776,12453,16768,2705,27427,12150
0,0,0,0,0,0,0,0,0,0,3,0
0,0,1,0,0,0,0,0,0,0,6,0
0,0,0,1,0,0,0,0,0,0,0,0
102,147,75,134,100,6,29,41,130,11,660,12
376,1578,1229,1281,788,925,375,1361,1419,515,1581,1411
21,82,110,137,38,101,70,61,91,53,86,89
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
809,2372,2773,2061,1592,4423,847,2587,3521,1092,4279,1696
167,408,108,267,113,284,1,309,358,29,69,391
1,0,0,0,0,0,0,0,0,0,1,0
0,6,0,1,3,1,0,0,5,0,9,0
1159,5865,3230,4644,2829,2250,918,8069,5044,2036,12489,1192
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,4
0,0,2,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
419,979,339,505,478,193,292,1119,901,350,478,1849
0,0,0,0,0,0,0,0,0,0,0,0
3,20,2,10,3,6,0,12,7,1,16,12
0,1,0,0,1,9,8,1,2,8,3,0
0,0,0,0,0,0,0,0,0,0,1,0
142,299,30,188,142,127,78,274,424,107,318,147
74,110,1,72,58,4,22,128,22,23,13,16
0,5,2,1,0,3,0,1,1,0,0,1
84,911,710,69,83,628,286,746,467,48,134,820
4,83,20,5,5,36,6,64,48,0,7,89
0,0,0,0,0,0,0,0,0,0,0,0
11,23,17,25,13,22,8,20,29,11,45,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,10,4,33,3,6,0,71,6,1
8,11,7,26,0,63,14,5,5,40,18,4
5,7,3,16,3,32,2,2,3,19,9,2
38911,102320,41085,101678,51832,103552,8043,81824,68907,117659,137954,35863
1,1,0,0,0,1,1,1,0,0,0,1
821,2651,507,875,966,270,424,2644,1722,706,999,24458
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
78,166,84,88,50,128,26,186,162,89,185,108
72,125,19,88,48,20,47,205,77,75,172,97
11,39,6,4,22,2,0,24,103,6,7,184
0,0,0,0,0,0,0,0,0,0,0,0
495,745,680,745,428,500,220,439,600,322,596,483
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
628,1921,747,251,573,1733,816,2510,1839,629,1314,2445
0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0
10,1,0,0,0,0,0,2,0,14,0,2
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,8,0,0
1,0,0,0,0,0,0,0,0,2,0,0
5,1,0,0,0,0,6,3,0,5,2,0
1304,2601,2468,1234,829,2065,1256,1700,2058,1130,2222,2517
18,86,68,32,3,7,9,15,13,13,60,95
2038,4241,3212,2691,751,2052,1699,2981,1943,1088,4137,4919
481,819,655,1579,110,869,407,490,336,90,713,229
1,1,4,1,5,3,0,3,2,4,5,4
110,67,175,82,169,169,119,349,240,282,225,195
15,17,42,8,35,9,78,25,54,19,332,39
978,1843,410,632,2439,2275,283,1684,4697,1623,4946,6836
4,5,13,3,5,11,18,9,21,21,18,55
2,5,0,4,7,5,0,4,12,1,12,4
37,65,36,32,27,56,18,34,69,11,46,32
366,645,535,388,203,629,385,347,404,219,472,351
32,18,26,1,15,17,0,8,18,4,7,13
21,51,28,19,11,34,9,22,42,3,30,54
327,122,158,136,93,43,51,213,795,132,297,1152
35,60,15,17,93,56,51,67,128,78,108,273
28,60,7,20,88,77,3,85,206,34,144,545
585,996,209,341,1254,1062,319,1425,3079,916,2549,7150
4,0,0,1,0,3,0,0,49,40,2,2084
5,1,0,1,0,6,0,0,74,45,2,3482
166,509,310,580,186,48,116,141,291,76,343,162
442,1806,264,938,2125,121,484,1273,1083,676,679,1089
791,1327,908,801,542,134,638,624,630,1068,979,1378
13,16,9,11,12,2,8,9,3,3,7,15
0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,95,24,1,14,8,90,12,31,5,11,386
143,414,131,138,222,113,61,550,359,286,413,1136
0,1,0,1,0,0,0,0,0,0,0,3
0,1,0,1,1,0,0,0,0,0,0,0
6878,8623,10999,6590,5487,8394,3053,4739,6462,6869,7394,6711
2,1,0,0,3,0,3,1,0,0,2,1
6826,9872,17421,8586,5234,10834,2196,10287,8400,5360,11304,5882
0,0,0,1,0,0,0,0,0,0,0,0
1104,1045,1061,1993,481,1231,338,711,1055,1109,1531,241
4,4,31,15,1,19,3,4,7,24,8,1
1,1,0,0,0,0,0,0,0,0,0,0
4,0,1,2,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1,0,2,1
1,0,0,7,0,2,8,1,0,0,1,0
581,633,986,990,345,840,203,400,359,467,547,274
564,656,789,636,348,328,196,567,487,194,532,499
0,2,0,0,1,0,0,2,0,1,0,5
0,0,0,0,0,0,0,0,0,0,0,0
127,4,9,12,7,15,2,5,18,21,5,45
282,71,84,70,649,33,294,57,61,5,8,21
169,234,498,382,270,1005,203,135,476,72,322,633
1089,1739,1928,3153,2324,4730,1372,925,3582,324,2368,4778
461,477,590,516,323,222,288,331,315,199,461,259
0,4,0,7,0,0,4,1,2,0,6,0
1,1,1,5,0,0,0,0,0,0,5,2
0,0,0,1,0,0,0,0,0,0,1,0
2,4,3,5,0,5,0,2,3,0,5,7
608,1096,1282,922,1046,1211,310,763,889,1545,1394,1684
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,1
377,782,739,802,694,832,291,765,850,524,968,1186
6635,9536,24295,7006,6300,7236,3441,9162,8406,7341,14434,9074
1548,1188,894,1052,714,1342,903,760,844,1861,721,1126
1,1,1,1,0,1,0,0,1,0,0,1
52,80,90,71,82,54,10,78,71,63,102,76
324,517,558,467,500,402,145,430,530,360,590,495
110,160,226,138,147,158,64,127,131,159,167,105
640,443,1125,655,778,606,628,537,595,888,911,473
84,166,217,86,102,291,57,130,171,154,289,110
0,0,0,0,0,0,0,0,0,0,0,0
846,1078,2915,887,4305,2073,761,1782,2560,3610,3273,1270
0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,5,0,0,0,14,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
8,8,7,8,15,5,5,9,12,33,19,65
0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,4,2,0,3,5,5,3,17,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1378,3360,674,2648,1778,5166,1161,3725,1583,1205,5386,1847
4,5,1,0,0,1,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
2107,7354,597,2415,4838,3607,753,6748,10089,1099,9108,13440
0,3,1,2,3,1,6,2,5,1,7,2
2,0,0,1,7,2,0,3,1,0,10,5
0,0,0,0,0,0,0,0,0,0,0,0
21,24,5,7,9,7,29,18,40,26,19,134
611,1174,169,486,673,450,356,1389,1393,507,926,3898
3,3,5,5,1,1,9,1,3,10,3,17
0,0,0,0,0,0,0,0,0,0,0,2
30,125,81,156,154,16,93,93,185,207,180,210
223,670,58,181,177,80,138,421,311,463,198,528
5,17,4,4,8,6,2,11,8,6,16,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1469,6606,3327,6763,3047,11200,889,4066,9296,1812,11767,1738
0,0,0,0,0,0,0,0,0,0,0,0
149,1657,2332,409,496,8019,287,157,703,258,11792,4
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,5,0,0,1,1,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0
284,1226,1109,78,1274,20,64,1561,2797,498,13065,14
1007,2097,1935,1877,1223,1492,625,1497,2358,1082,5398,1918
499,1170,507,981,358,753,186,698,791,210,1606,560
4,0,6,2,0,0,8,1,0,2,5,1
0,0,2,0,0,0,1,0,0,0,2,0
8,13,7,2,1,35,60,7,10,79,49,2
0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
21672,47910,37036,29610,17614,86000,17748,49571,103640,26594,337392,37384
5821,4483,9341,5728,7145,5942,4135,10631,8858,7816,22367,782
3,0,2,0,7,0,0,0,0,1,1,0
21,93,41,60,27,43,0,56,54,13,113,35
0,0,0,0,0,0,0,0,0,0,0,1
1750,5351,4636,4159,1462,2438,1148,1914,3675,961,9077,4053
8,7,11,7,6,4,12,1,8,2,23,20
32,173,3,6,313,84,26,5,134,5,11,19
4830,4826,74,5132,1019,47,554,1984,12778,269,20284,3861
0,0,0,1,0,0,0,1,2,0,6,0
14,3,0,4,0,0,4,2,3,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,4,2,2,12,2
0,0,0,0,0,0,0,0,0,0,0,0
16,5,1,3,6,1,1,1,24,1,12,6
243,553,359,471,233,556,129,545,433,187,1076,1173
2426,5053,2394,6084,3064,4012,1298,4517,5354,2128,9352,9738
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
41,32,3,9,0,0,16,433,5,8,0,1
0,0,0,0,0,0,4,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
521,2116,450,817,808,532,417,1320,1444,1107,2208,2131
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,0,3,0,2,2,2,25
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
10,115,2,7,34,110,16,39,111,42,395,11
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,2,0,0,0,5,4,0,8
0,1,1,1,0,0,1,2,1,0,1,0
6,203,29,134,39,2,171,144,84,8,89,81
1,84,47,100,7,0,93,152,58,25,87,42
0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,13,0,0,21,1,2,1,4,1
0,7,0,21,8,4,148,21,4,21,6,23
68,121,80,61,34,101,30,140,67,51,111,49
799,1857,525,859,1304,990,467,1982,2326,1097,2181,2415
0,0,0,0,0,0,0,0,0,1,0,1
17,41,10,53,18,55,2,28,52,5,121,20
1620,2788,1076,3195,1177,3775,535,1871,2781,1309,6589,1696
2037,3918,2501,3267,2339,3687,1870,3479,3361,3030,7401,3956
962,932,621,999,961,1338,1407,1014,987,1280,2251,1849
513,1408,505,901,703,1767,495,1034,1230,1195,3032,1254
0,0,0,0,0,0,0,0,0,0,0,0
4,7,0,3,2,0,0,8,8,2,5,2
6,457,1476,644,47,1550,108,18,1009,12,1577,87
8,28,3,15,5,1,10,3,22,4,0,29
1,2,0,0,0,0,0,0,33,0,0,2
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,2,2,0,6,0,27,2,2
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,0,4,0,1,1,6,0
1472,711,576,826,402,1519,3145,451,1021,1161,1322,640
0,0,0,0,0,0,0,0,0,0,0,0
39,13,5,2,0,0,2,6,5,4,2,4
2,0,0,3,0,0,0,0,4,0,1,81
36,62,1,26,68,93,19,44,117,54,98,173
62,43,12,19,46,28,6,44,86,66,64,853
19,54,1,27,55,53,15,22,107,14,78,115
0,0,1,1,0,0,0,1,0,0,3,0
1,5,2,5,1,1,0,7,1,0,19,2
68,88,146,208,63,13,40,148,44,68,1046,38
0,0,0,0,0,0,0,0,0,0,0,0
4,2,17,4,0,1,2,1,4,8,0,4
539,1144,605,834,191,416,186,854,455,109,457,462
3207,7682,2217,6498,2216,3550,1172,4424,4247,1451,5581,4621
692,794,511,1033,277,538,157,529,494,317,392,444
2332,833,251,920,347,1857,973,4506,2122,203,804,87
0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
190,702,779,596,316,751,574,1085,268,312,1048,1085
306,499,179,211,251,696,143,422,506,482,1028,740
0,0,0,1,0,0,0,0,1,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0
16206,31452,13857,29566,7579,13445,4714,18814,14056,3458,18378,30137
506,747,278,510,105,537,260,339,348,223,317,498
136,242,51,120,53,71,59,114,55,46,77,284
2,1,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
2029,5803,1841,7764,1903,2378,720,6131,4979,1307,4423,6595
38,10,11,6,1,13,11,6,10,4,25,35
512,574,283,844,421,497,111,809,633,334,619,481
211,333,166,148,242,83,149,1159,132,738,341,220
0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,2,1,2,0,0,2,0,5,0
197,414,166,492,216,326,106,360,312,229,416,194
24182,30612,7700,21064,13940,6287,3463,10424,11113,15836,12299,11898
1002,44,18,354,27,7,55,8,2,6,1,4
293,282,190,141,122,83,319,281,145,141,177,296
0,0,0,0,0,0,0,4,0,1,0,0
267,306,60,198,28,14,134,32,8,1,14,1
1760,1470,1236,1163,581,1122,873,1489,657,566,726,798
8,0,0,0,0,2,0,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0
0,0,1,0,0,0,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
12,15,6,9,11,7,5,21,13,8,12,14
17,36,10,19,32,23,57,108,79,19,44,20
203,845,232,272,434,332,427,1231,1133,182,773,483
1,0,0,2,3,0,0,0,1,1,1,0
2,2,0,0,0,1,0,1,1,1,1,2
0,1,0,1,1,0,4,0,3,0,1,1
1,1,0,0,1,0,0,0,1,0,2,3
0,1,0,1,0,1,1,0,2,3,3,1
4,1,1,5,1,3,4,1,1,5,2,2
7839,2698,4958,2835,1758,6160,3200,2645,1191,5760,1446,311
48447,23836,25321,26027,14097,46247,11272,22480,10762,35609,12055,2610
122,122,47,54,70,100,21,84,73,43,70,102
239,108,77,55,75,156,56,67,56,106,66,92
137,281,63,105,208,234,83,103,344,143,167,330
8,40,4,30,7,41,12,13,17,8,35,15
3967,2647,2452,2581,1245,2465,1513,1780,1357,3764,1337,1474
6062,3805,2897,8394,1435,2965,963,2574,2171,4927,2759,213
43,16,7,9,2,12,38,11,2,25,36,3
4852,2957,2563,2247,1039,2460,1136,2265,984,1574,1503,381
2367,2733,1537,2188,1046,1708,753,2463,1496,941,1487,2055
0,0,0,0,0,0,0,0,0,0,1,0
1639,557,944,447,663,446,66,1617,783,1708,1005,311
106,254,73,66,83,127,3,441,272,31,389,220
515,204,159,342,468,422,248,206,396,1190,537,176
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,1,0,2,0,0,2,0,0,1
12592,19986,6586,17885,15134,10843,9472,27468,13197,17826,20927,9479
2516,3523,4706,3056,3761,2360,2351,6369,5446,4862,5553,4800
12,16,13,30,2,7,14,23,6,10,16,4
18,37,78,30,6,4,4,65,10,67,16,7
1,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
36,2,12,0,2,2,0,22,7,5,21,3
146,456,188,487,123,75,85,660,246,241,441,73
0,0,0,0,0,0,0,0,0,0,0,0
12,3,0,2,6,1,0,21,0,1,0,5
316,995,692,1136,455,226,156,1572,775,1974,1257,296
27,292,14,215,84,81,0,97,194,5,263,218
525,2091,511,1488,408,1114,273,889,693,448,712,719
5,2,0,1,1,1,0,3,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0
12,54,19,29,18,171,22,20,19,175,40,12
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,5,0,0,2,2,0,0,10
10,32,7,17,11,16,30,37,40,25,43,85
1434,2367,745,1374,1171,800,694,2350,1924,1286,3464,5088
20,13,2,13,14,26,57,5,13,60,22,0
346,607,349,609,232,462,95,773,588,108,581,388
0,0,0,0,0,1,8,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0
971,1894,811,1537,654,771,442,1005,1140,609,881,1037
1375,1231,411,1222,404,1313,223,617,492,507,606,80
1,0,0,0,0,0,0,0,0,0,0,0
1342,1067,1539,853,425,895,1104,1467,679,786,586,481
10,49,25,41,28,57,2,50,54,11,55,40
0,1,0,1,0,0,0,1,0,0,0,1
66,82,18,23,39,38,4,48,54,10,61,105
1680,1690,1295,1325,822,1383,344,1613,1004,842,1147,951
5467,3955,4243,3099,2057,3862,2009,3689,2219,3477,2697,2348
2,3,0,1,0,6,3,1,4,1,5,5
2490,1942,2045,1364,929,1676,749,1776,1013,1430,1289,1004
0,0,0,0,0,0,0,0,0,0,1,0
0,11,0,3,19,6,0,6,31,0,36,244
0,0,0,0,0,0,0,0,0,0,0,0
15,28,9,17,58,32,265,21,67,8,61,450
4,7,3,6,43,0,4,5,132,1,3,64
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,9,0,1,0,29,0,0,15
0,0,0,0,0,0,0,0,1,0,0,0
14,24,0,4,46,31,7,9,36,12,25,29
1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,1,1,1,0,0
44,0,0,41,0,1,3,97,0,54,0,1
10,0,0,7,0,0,15,15,0,9,0,0
16,8,26,10,11,1,12,149,403,12,34,44
0,0,1,0,0,0,1,0,0,1,0,2
19,83,603,145,42,25,11,170,163,20,566,446
0,0,1,0,0,0,0,0,0,0,0,0
2695,7679,489,4325,9212,2490,603,10453,24854,10400,19628,88472
1,1,0,0,0,1,0,1,1,0,0,4
3,7,3,3,0,10,0,2,3,0,2,0
48880,39613,52767,15640,12431,56044,11200,33055,15885,11592,16188,5044
38,19,30,13,8,25,42,23,17,43,30,9
484,453,607,640,395,782,325,1195,298,1109,408,2327
7997,8319,4577,4588,4117,9090,2912,10042,5638,8572,4775,9193
0,0,0,0,0,0,0,0,0,0,0,0
7055,10937,9518,6458,3635,9481,2735,12475,1682,1138,54063,194
10446,6996,6788,4313,4207,19468,2886,10895,5878,9116,9200,4407
67,49,34,54,7,145,27,23,11,39,22,28
246,258,172,186,397,474,277,199,211,466,239,218
10,19,1,10,13,17,5,10,2,25,15,6
1633,1284,756,1204,735,3182,1437,928,442,1619,764,628
727,382,73,287,253,436,310,162,94,145,85,114
1442,845,561,1108,547,1832,1171,1482,908,1252,734,1966
44,36,34,18,14,106,22,25,15,11,10,12
656,620,279,545,170,651,369,907,224,251,404,260
